n_above_p97_5,n_above_p99_9,sd_of_S,median_gap,r_squared,leaveout_r_squared
2,0,1.2903604638578612,41.425339276775595,0.5894347892887393,0.5876229937635465
1,0,1.2240387915889157,38.94214955568066,0.5883228329977717,0.5844656268358148
2,0,1.1122821082419578,39.76895494095088,0.5965401070499645,0.5971731813722908
3,0,1.1728155545112176,40.27633837328833,0.591384939093325,0.5948281712193528
2,1,1.223262819655263,41.177584104032036,0.5902047181846379,0.5933161784338146
1,0,1.2168209803471786,40.801665218960515,0.5866462018525467,0.5854350029189878
5,0,1.2317149805581087,40.22187452300658,0.5845188211219583,0.5763604748162264
1,1,1.27551945546639,40.04036973035999,0.5983337295683939,0.6041362808644439
0,0,1.105371614385138,39.15012962726446,0.5833013469362947,0.580526024010939
3,0,1.1828267399015195,40.12485801095686,0.5901012327971527,0.5800962791457298
1,0,1.2934417279765478,40.57588858176736,0.5897366078721911,0.5837536017289251
2,0,1.1409949721207782,38.36970221141591,0.5906266070994977,0.5923404400791621
0,0,1.0916116200216834,38.19603468807469,0.594690707852941,0.5960951893445385
2,0,1.2059158535944223,39.62155087942516,0.5890549232131416,0.5861477575081766
0,0,1.095663984260108,39.449109194375154,0.583413205441218,0.5807717939142798
2,0,1.274169359862512,40.141865597467984,0.581432016759287,0.5744282543604018
3,0,1.2889746285943537,39.31575123192221,0.5801621440909142,0.5724956692503591
1,0,1.098672701408358,38.776974063429314,0.5690249172538902,0.5465837090848267
4,0,1.1996498720910618,39.76360779700674,0.5760464634119744,0.5626238643044601
2,0,1.2131676240174727,40.82283746793206,0.5871242400947057,0.5846474468673187
2,0,1.096876188325308,40.25937698111663,0.5946778920395259,0.6018054698290698
1,0,1.1188866489607463,41.01974469158436,0.5954252747001101,0.6005584647181135
4,0,1.3756448060025979,39.56614611585528,0.6083664636290279,0.6239183060448783
1,0,1.190483275562957,40.04147594483379,0.6001547269173535,0.602699778766268
4,1,1.3165092564375425,40.404512648471844,0.587756478591896,0.5811997378819069
6,0,1.2872718406970474,40.38367293034186,0.5816207055386662,0.5821085002477886
3,0,1.1540562984811806,39.45116525815953,0.6085477198590534,0.6219274611979341
3,0,1.2926342139910023,39.391698875293535,0.5981479418371587,0.601016101608197
1,0,1.1655780965454337,39.74507447397788,0.6003640826463421,0.6057432826154534
0,0,1.2100415385618875,39.368474869517534,0.5885548337337794,0.5862346033440727
0,0,1.1684363560782154,38.820670434394444,0.5839637998506115,0.584877958795529
4,0,1.2955352541932534,41.073667551308304,0.5972905827543313,0.5983967760278035
5,1,1.3376868871868357,39.242487723435445,0.5830207392905336,0.5803965984643054
2,0,1.2901513731224232,39.40552257540244,0.5908454973198881,0.581571887058306
4,0,1.2290698830946158,38.11202722802559,0.5968866780379595,0.5991306619803118
7,1,1.4124087093431985,38.84462527537157,0.5952242082262461,0.5906853956636229
1,0,1.1207960862687238,39.499756190857795,0.581822794239816,0.5799098735989738
2,0,1.1161705043237817,39.726623235208315,0.5794578388665735,0.5714116818354499
5,0,1.331157104249903,39.98679663309774,0.5895794116019857,0.5895763870626873
0,0,1.15234685466299,39.21029233721425,0.5900880945392353,0.5920882315649523
0,0,1.150395465834041,40.23450348315687,0.5844348113043629,0.5792747149865247
3,0,1.1411869409728141,40.09162719997141,0.5819529334672288,0.5736258878906942
4,0,1.178448388802186,39.30002985230394,0.5899236357713935,0.5922078474205257
2,0,1.187603291481517,41.84190590919887,0.5805785487375917,0.5695656613987702
2,0,1.2222721742007787,40.34365335120601,0.5773074336407833,0.5669666799616042
2,0,1.260469246103607,39.07178025457817,0.6088021385507671,0.6278555392162134
1,0,1.0721424929125636,39.42974463306391,0.5998494518611471,0.6123960064200393
2,0,1.2158563823756654,39.24487830090241,0.6033533544490451,0.6102953722442117
2,0,1.1937144933955108,39.34875223151649,0.5791900286078395,0.5752492012322502
2,0,1.2746210227141617,39.2900013471832,0.58286151312206,0.5728916181050492
1,0,1.262944506762963,38.566365286555396,0.5895921001200293,0.5880916386153614
2,0,1.1017735878574009,39.011763035870814,0.5893478133485929,0.5862940842523139
1,0,1.21395508263474,39.98730135440963,0.5756121792239093,0.5749863711591228
1,0,1.2635709903324448,39.35106478333711,0.587817432399119,0.5912364411257605
3,0,1.2795082285182386,40.20721773946821,0.5897519409682255,0.5913507576983077
1,1,1.268779121713416,39.39037602262484,0.5753098502808245,0.5602802151527813
4,1,1.3166768659297154,39.72705323044836,0.6077841505489224,0.6265003641786537
1,0,1.2273607011946244,38.158184109197,0.5947199351073689,0.6027999779845696
5,0,1.245244684884906,39.06841840473644,0.5869935825885526,0.5894070180468974
0,0,1.2009238476347537,40.25419266326009,0.5869219730633037,0.5807423599008334
8,0,1.218428881289169,40.32127887354493,0.5741717374256637,0.5535969766547
2,0,1.31453959283636,39.844331070990116,0.5774152885789665,0.5667393820957596
3,0,1.2673556677783493,40.46389134854535,0.5792274835226011,0.5738995372070572
1,0,1.2711692633233984,38.79699380253978,0.601442660620378,0.610034307903763
2,0,1.0571873343819105,38.80909575870236,0.5880807230153331,0.5835068726353159
1,0,1.1314527689914577,40.076386240241945,0.584405356327558,0.5792056293774701
3,0,1.23804024542467,39.445543452774565,0.5770896619381338,0.5714821676514636
1,0,1.1025978019928098,37.80923663228846,0.5761813771917854,0.5681431673251975
1,0,1.1519709426004274,40.390698957913074,0.585559360131207,0.5841621190867796
1,0,1.1383794747047078,39.735501658454474,0.5810051476702669,0.5795931111835526
2,0,1.1670821892047336,40.78233054284328,0.6014025269365905,0.6073859018330037
0,0,1.241023807563423,39.96739922469368,0.5861877903336116,0.5855780832496261
3,1,1.285222081682261,40.014428901906875,0.5803916764622115,0.5630926429329618
4,0,1.2249191229036738,39.96236335188736,0.5799623242628347,0.5737804064791432
2,0,1.2961010107451783,39.332204602404616,0.592047666536136,0.5950896070979146
0,0,1.0874991959476472,39.91772079419804,0.5900941122157737,0.5816560245591293
0,0,1.1625700654294444,40.384061467929314,0.5991872418456272,0.6031878434022357
3,0,1.2046455620399994,40.17772180488927,0.5968987887772361,0.6037941083194457
2,0,1.170623309475839,39.635316018724595,0.5902954702508565,0.5932617844101645
3,0,1.2920870564170621,39.404797845457395,0.5834669068033335,0.5832621949264936
3,1,1.2316018123606214,39.53249863873196,0.582462918465123,0.5794751480799971
2,0,1.1871894568436814,38.58095087676241,0.6067805363794072,0.6214958801713522
3,0,1.3398943401917922,39.70563192138001,0.5835982640917405,0.5656955731637054
3,0,1.2058903305234767,39.814733377451674,0.588845541378803,0.591480156102552
5,0,1.2142568175152169,39.59181654955146,0.5846967026187754,0.5766259763395847
1,0,1.191212660894438,40.089447796972046,0.5767955192608442,0.5685693033803144
1,0,1.2128897931346292,40.01267812512799,0.5834161412276158,0.5755842108712439
4,0,1.271395372002708,39.88203777320349,0.5987833781332885,0.608682161192659
3,0,1.301653236034435,39.86063054778365,0.5875335474988032,0.58715071319122
1,0,1.2448026782101296,39.534127011315825,0.5885595380661658,0.5880411740166365
3,0,1.1978443694250807,39.47865140530704,0.5903968684481723,0.5964371777132398
4,0,1.2030951167033221,39.01807704116527,0.591189593519797,0.5870900406699818
0,0,0.9651082329906743,38.32398371618382,0.5891800845115456,0.5853205934514514
1,0,1.1521306732664307,38.70098967735104,0.5955265001471493,0.5988497586420071
1,0,1.2575013934961803,39.1465364087773,0.5880352628588607,0.5932504974837005
6,0,1.372096256785523,41.11254072312731,0.6085099116797016,0.62512619069791
1,0,1.0733319169291748,40.27114904309135,0.583118410051866,0.5761580019365247
5,0,1.3173225604987489,39.40995641750272,0.5835732744311269,0.5751160410832323
1,0,1.12191775408541,40.166208775953116,0.5833123298216842,0.5786897108621053
1,0,1.088462036876845,40.46691260331523,0.5964719491407702,0.6038282678123247
2,0,1.1249127866955453,39.61183926822467,0.5997747663867703,0.6075655504744908
1,0,1.1341580021991688,38.515574194778445,0.5792897676224896,0.5689949785264334
4,0,1.4163860219165585,41.27422174344792,0.5870355034675743,0.5877504194281558
2,0,1.258938234989394,39.30927484951404,0.6055354282996079,0.6150940114793695
1,0,1.0724224438961685,37.99360043158019,0.5961063571171783,0.60448130752117
3,0,1.3256997396642625,38.32032896680079,0.5878790502501827,0.590455723832569
2,0,1.1381165304829477,39.67358724001723,0.5921338027204834,0.5924001430018396
3,0,1.1613837487599734,40.33069143100996,0.5995583972848162,0.6103070107899667
3,0,1.241433664037273,41.335215874779905,0.5782734957073136,0.570694121325793
4,0,1.3133958256157663,40.098146297700254,0.5853480655537118,0.581055269385342
2,0,1.25368691054665,38.716291138806284,0.5848496203792662,0.5790229480611044
4,0,1.1548887773098917,39.86654373206957,0.5863331541091533,0.5912898646858311
1,0,1.1511284911156532,39.62661723078041,0.5674000835503392,0.5490133967331047
1,1,1.1820901795214664,39.97787111008415,0.5948255711903636,0.602472260673613
3,0,1.2594666291777286,40.168606241669956,0.5837642949279105,0.583854929674172
0,0,1.0720855813392736,40.36965567315636,0.5865452311333184,0.5821033003853631
4,0,1.2877506466506465,39.58830878858836,0.5864834786621094,0.5855421505296126
2,0,1.0968887900542506,40.65706356817117,0.5871759620601897,0.5869974726872207
3,0,1.419946484184568,39.41313230411468,0.5875200940335301,0.5830756313620524
1,0,1.1799127890092465,39.990482936798124,0.5970840379387095,0.6058217800321561
1,0,1.1988237585453785,39.76556862498196,0.5919220382338803,0.5904349227589005
2,0,1.1348029386815495,38.86819680153707,0.5817831246943915,0.5798700583271635
1,0,1.2816799649317137,38.78255029117288,0.5922060944740137,0.5883325003588403
0,0,1.1879053652794835,40.36089336081652,0.5802891281941118,0.5659455090582224
1,0,1.1904396007530185,40.11548394580375,0.5856839932559781,0.5848415331246781
3,0,1.1880899178126403,41.134918358989445,0.6010262023152315,0.6083464013286635
3,0,1.2070804434595512,40.48693006854139,0.5967655162000174,0.6086589679051433
2,0,1.1348566502280266,39.76849953127517,0.6007120739368232,0.6136546448283993
4,0,1.3156002863934204,40.00910065995924,0.5784357087466426,0.5644448650009213
4,0,1.094139570361256,39.83710720487306,0.5896871933315562,0.5890895118650661
2,0,1.1694399429906566,39.44712794282712,0.6066686844494729,0.6187234237923291
3,0,1.2631382415432966,40.565605716065065,0.5783883856450389,0.5725000838985173
2,0,1.2205976014348436,39.882620153434914,0.5899537560420565,0.5947647801405873
1,0,1.1608686954152188,40.181271039886305,0.5816067167526091,0.572378057175416
4,0,1.1517459776110095,39.74536389570736,0.5978074484519977,0.599951270781202
2,0,1.2901502522009816,39.535608764145344,0.6108971645462178,0.6257337108938085
2,0,1.249390141179825,40.21022138808491,0.5985403330725751,0.6071284168048723
3,1,1.1720301149085874,39.828752206466646,0.5948283981952407,0.6028004894923265
2,0,1.2497325712481784,39.83403543987152,0.5929888115640396,0.5938733613026925
4,0,1.1381743533513047,40.074318752769436,0.5738729524516646,0.5575036215952502
4,0,1.3838526860658258,40.03787197962501,0.579938657701879,0.5733086624850185
4,0,1.3140630545912997,38.723982164672776,0.5688852907544968,0.5494053151349492
3,0,1.3169361415671335,40.48394774543541,0.5969316042729845,0.603696772422109
4,0,1.2474202045418445,39.94465541224387,0.5858242455001426,0.5860190772547607
8,0,1.5238399212638485,40.74461929463802,0.577044268066444,0.5560522835597019
2,0,1.183939035453404,39.84358582405427,0.5843808490195997,0.5785633418126397
3,1,1.3463213512242527,40.03237759325104,0.5850109798096372,0.5821324459166098
1,0,1.0296548459226422,38.52600051045064,0.5925662509391072,0.5958097662111506
0,0,1.2752869498471828,39.71935542552084,0.59339183583482,0.6016690000743519
2,0,1.077774936648003,38.88813074671694,0.5940311817583744,0.5951078762275397
1,0,0.9797958754350516,40.43530412432674,0.5890668595622233,0.5823434655894957
1,0,1.304238785803017,39.33471791911383,0.5877488576973056,0.5902834372143066
1,0,1.3013508616029474,39.53786154806074,0.5901353471052806,0.5897141198096394
2,0,1.1553345001965738,40.22528220319537,0.5961480259597927,0.603244719974035
4,0,1.2536189289271984,40.65693036100308,0.5938624655529485,0.5960135071133452
4,0,1.3277611607311453,41.005551272529914,0.601954192137117,0.6104404793605132
1,0,1.224367179392975,39.91053986805071,0.5740577966236411,0.5655436006542607
2,0,1.2427228274750537,38.97976513263659,0.5905259989855591,0.5853677656394867
0,0,1.208632148540532,39.56395466299296,0.598551107151686,0.6010652238315064
1,0,1.2290595974378604,40.00871513460825,0.5715858967154479,0.5546208591908586
0,0,1.1167560685943647,39.35670899385049,0.5870343652715234,0.5821510892791393
3,0,1.173079789952808,39.449557064968175,0.599910180761787,0.6047763254603993
0,0,1.0884150956365963,39.27927202410433,0.5858720498845289,0.5908480489453565
1,0,1.2038150121968594,38.61400148265071,0.5904777363942584,0.5927734535402871
1,0,1.2194175049305398,40.101138448189225,0.5883730310914964,0.5907598790047042
2,0,1.2662520658762966,39.928003505876944,0.5971744475292032,0.6011222495151114
4,0,1.3632188742141078,39.46289368529571,0.5854995395959142,0.5755765267158424
4,1,1.2685952431425347,39.42065300351225,0.5975418885263686,0.6057659131290412
1,1,1.1971749201915962,39.95146565866953,0.5981313505154298,0.6019538862670778
3,0,1.2185578040809566,39.637613003009484,0.5918500438837572,0.5964079971439394
7,1,1.3557677060671809,39.683530141086344,0.5706405602766467,0.5602498617725922
2,0,1.228209860095018,40.23722690329461,0.5913352030872775,0.5971943238155473
1,0,1.1541116479498617,38.01600623017121,0.58823135848346,0.5848499499040666
1,0,1.0843072479431997,38.97049023090505,0.5946734008299288,0.5946150517926079
1,0,1.1383853922845195,39.70195325183463,0.5797896915895158,0.5710670788802675
1,0,1.199786865309559,39.858000061918816,0.5854206187105194,0.5754598083209278
4,0,1.2617857139474427,39.32999699110784,0.579104310506616,0.5746443965271244
3,0,1.2369555425151,40.28381994885228,0.5813211233866278,0.5715380101332903
5,1,1.2338238796995145,40.15229945092557,0.5694398312844784,0.5542199166036057
2,0,1.180494155975087,38.30602145694812,0.5900129690091074,0.5947779478753115
0,0,1.0639995176976207,38.472565574860454,0.5912378982583647,0.5932403777493143
1,0,1.1080864741072385,40.91256254173258,0.5885121414300079,0.5891343921053489
2,0,1.3313980950356228,39.29654418032541,0.5903932297398327,0.588356103771035
5,0,1.3221732877034928,39.87075745693347,0.5833219243183341,0.5718549665254222
3,0,1.2967008051009807,39.34199486682173,0.5738668809695124,0.5566396268158913
5,0,1.3227635639979165,39.44479728853688,0.578441022061394,0.5675207191656025
5,0,1.3158939865749915,40.73718098484661,0.5749974922190735,0.5546936054506262
7,0,1.235816466954232,40.81240561526448,0.5827881600129202,0.5801991043216643
4,0,1.288677461536213,39.85636634923686,0.5768670177422955,0.5589497149537721
4,0,1.182474056642294,39.33962603235355,0.5795498133284966,0.5719952262114076
0,0,1.1353980749544814,41.02649808048504,0.5865164336507753,0.5827718360620759
2,1,1.2302371613110277,40.632319752953194,0.5847164244385368,0.5862412549478955
2,0,1.1468711171804442,41.17163758304561,0.5928779422328249,0.6003230788929459
6,0,1.2376140574375765,39.592287356174815,0.5891609812157124,0.5933893028846952
1,0,1.1735842157383338,40.00618055533306,0.5754574494987126,0.5679266055892273
2,0,1.1728716015172638,40.16821539179784,0.5957233258824111,0.6014321054235767
0,0,1.1682956637596134,38.683221536071954,0.593517245675887,0.5951508193120981
2,0,1.0995012178866712,38.30260755551023,0.5877307465696622,0.5820764526596204
0,0,1.1659161506253557,39.43541505435893,0.595393592180069,0.6021714605355167
3,1,1.2367693421017874,39.41074526336098,0.5916804282558839,0.5909871727101443
1,1,1.1504852476398422,39.05144469832518,0.5779943596135594,0.5646772684126085
5,0,1.311446318273177,41.034285963773634,0.5946290556429153,0.6025051010585498
6,0,1.3582671839692801,39.256153179870836,0.572208105249846,0.5564204461666051
1,0,1.2900832529506108,40.40420005707761,0.589637799112114,0.5938122463115723
2,0,1.1295911251634911,38.4378272409789,0.6047500946467255,0.6173947109466182
2,0,1.1582831143800558,40.8700640300363,0.5870969596858123,0.5922416788926947
1,0,1.1505284362360853,37.704705633088494,0.6036951209103961,0.6139015392413338
2,1,1.3583631415529254,40.13008798393294,0.586022912155504,0.5755115407506666
2,0,1.2790281307636073,39.904686729027496,0.5899674408653373,0.5880713940125322
1,0,1.1605076624826771,39.451673422186,0.596473599955146,0.6043827778482223
1,0,1.252204959250701,38.73606698313422,0.5894204874017541,0.5872913627919087
5,0,1.3152405459145056,40.384690907994056,0.5896036712139935,0.5869316450845784
5,0,1.224458339944498,39.781462049043625,0.5939675744573365,0.5943029048563786
7,1,1.381990388012093,39.6232541098909,0.5792445184352297,0.5708930726683836
2,0,1.192790323256189,39.30324315250376,0.5891865714459339,0.5902904819685018
4,0,1.3149097892769004,37.487665067435685,0.5980801621476941,0.5989152511498939
1,0,1.1090594882718143,39.09378429452028,0.5890924803399871,0.5847959668296503
1,0,1.1505191028963029,38.764254071144144,0.600246987804871,0.6071657018559395
4,0,1.3170865273863148,38.70750464621595,0.568276953196889,0.5416964572716807
0,0,1.015930117126404,38.25697016292984,0.5955882323500761,0.6053502965484724
2,0,1.201836280110456,38.66673507524043,0.5857576216452947,0.5796844791884437
3,0,1.100379911042859,39.94800902708878,0.5909564519557285,0.5943491379527981
1,0,1.0725668187510253,39.88921258582272,0.5896854183550364,0.59471992701405
1,0,1.145420772936345,38.988515249620036,0.5778361958628202,0.5690751322201819
2,1,1.2345390005026589,41.475865790104926,0.5796639529009837,0.5734464532044651
4,0,1.3608760324303872,40.134508177533256,0.5873689058831437,0.5713552555021565
7,1,1.428828785197938,39.301317435305116,0.5828706422030057,0.5839780969583239
1,0,1.1701146373332623,39.409704952597124,0.5803111185124048,0.5763284214227948
2,0,1.3405509184147297,39.998583199865976,0.5853488575046275,0.5899290514316246
2,0,1.150500977555541,38.74987122073021,0.600745376155541,0.6104283496192684
3,0,1.307849397306127,41.03230738235729,0.5776365229650897,0.5675672435874901
2,0,1.0833888947551853,40.00116994249303,0.5844637767368999,0.5775929415462877
6,0,1.333688257017155,41.222755135416065,0.594670218799022,0.5929352402033783
6,0,1.2762756313371406,38.99303237044774,0.5985427599547015,0.5989566917467279
4,0,1.369488037960398,40.85708257596845,0.6020019327944042,0.6103103757161159
3,0,1.3189943793132144,40.34601029604301,0.5830288633250678,0.5774999614315454
5,0,1.352731662632569,40.2971231401257,0.6004045257861058,0.6075668863224724
1,0,1.1813912449715096,39.97671529150622,0.5865297962605294,0.5780241246340022
1,0,1.0868396591269762,39.33063157272312,0.5882057256462566,0.5858248646384967
2,0,1.1211750340800344,39.47267361403781,0.5876210867180083,0.5834153075938102
3,1,1.3153680088918283,40.075282590028884,0.5818626493203992,0.5771387353198179
1,0,1.2521594582698274,39.823851124994015,0.586832740302804,0.5760743972991178
4,0,1.2691117011176634,40.60165409101012,0.5849684908215267,0.5887992137287597
3,0,1.1735868402258283,40.10190834073531,0.6060190275695072,0.6181844405008168
2,0,1.1524270248230535,39.97820050850114,0.5912638353517088,0.5922398838354874
5,1,1.523282510795666,40.31894981329878,0.590118671701143,0.5888681486896253
2,0,1.1856824740758325,40.388672048753506,0.5830773230577319,0.5778033709363357
2,0,1.1357516639109033,39.27387759743396,0.5831389065422042,0.5729977376562316
3,0,1.169160108975031,39.297766078030214,0.5942999441150985,0.5966502361460875
4,0,1.2576660007092164,40.996648507166356,0.5921204663405691,0.5930347783321508
5,1,1.2744813469913026,39.860406627436554,0.5886538538783064,0.5958615429272887
1,0,1.109759956499333,38.185383146285325,0.6038634194453047,0.6107517703710867
6,0,1.4132006988291068,39.50338821704793,0.5703733748360122,0.5549809525153511
1,0,1.168899441218579,40.03295883117782,0.5815105350655057,0.5732907419848166
2,0,1.2306412011257057,38.928613533848974,0.59079421343739,0.5892425711784771
4,1,1.288271264742195,41.53284229045847,0.5888902604057138,0.5949919457589017
3,0,1.21738234397408,39.88160332034249,0.592256954357814,0.5889166509322628
7,0,1.2914562147615876,40.83598094641013,0.6028394034921474,0.6164741914788109
3,0,1.2698800499367326,38.93112928617124,0.5883737938696996,0.5897449482863859
1,0,1.2865973086679379,39.5442003010102,0.5874775624938613,0.5812954942891724
3,0,1.3304329459445565,40.78599272584997,0.5953857445958797,0.5961793730180336
4,0,1.3770575342147997,40.0126263716999,0.590830319285484,0.5878735371362187
3,0,1.196995642550818,39.80498033612145,0.587864254418653,0.584820468316515
0,0,1.1744695464405075,39.256963098472184,0.5914226302965531,0.5942334328010852
1,0,1.2197552726628893,40.4252746268413,0.5977554592767951,0.6008572673552136
1,0,1.14365101112008,40.70077598425685,0.6003153845305729,0.60930298604596
3,0,1.2962548874511215,39.98863335003639,0.5799753752618827,0.5701862346740196
3,0,1.3090797452013496,39.54465630628165,0.5849452001625781,0.5809151128571429
0,0,1.0630794777007677,39.39959206714199,0.5986485908113205,0.6035819986477571
1,0,1.2303841309493515,39.492218217268125,0.5899123811256042,0.5847075493880725
4,0,1.3622320756336088,39.06574093733166,0.6096927207481955,0.6209166312083046
9,0,1.4487809788143335,40.67338168256794,0.5745778501979315,0.5607823577177168
3,0,1.2114070779606059,40.799744248123595,0.591718661928891,0.594160784613257
4,0,1.3233041240721575,39.60834055356464,0.5737944497980028,0.554801051982608
2,1,1.2825219002227692,38.32387232087816,0.5983891922626835,0.6033876826457214
0,0,1.123024648702977,41.63792033737166,0.596724163767563,0.6000635824316872
2,0,1.1563055841179923,39.77832506338478,0.5853408870740966,0.5769834744216724
3,0,1.2066485702782832,39.55819798598964,0.5888995366369338,0.5969906373130852
2,0,1.1329194977829584,39.44573347484804,0.5859581363885322,0.57977866864883
2,0,1.2626214690248703,39.53875084465868,0.5822234316042421,0.5798905389320532
0,0,1.0350114881430528,39.53135004318715,0.5930860450340605,0.5952150443649403
1,1,1.254815491279292,40.20067187416212,0.5764130542225665,0.5641049105058906
2,0,1.1617405610703704,41.15678706519087,0.6000446901330267,0.6115152868272056
4,0,1.4026236247604575,40.314200987712454,0.5871031545598353,0.5836876756334202
3,0,1.1439652514764056,40.04638762384558,0.5877010335519028,0.5835993954788299
1,0,1.1251609723260343,39.936082991319225,0.5820276873379151,0.577028349806713
3,0,1.2895225130046852,39.95970736315695,0.5780558629381056,0.561351548758305
0,0,1.1645872155906822,38.80214699881223,0.5986526537737094,0.6138197474682788
2,0,1.2855729271852636,39.80906666988194,0.5694476539211211,0.5508872456699864
3,0,1.235666098584537,38.16618580440681,0.5894006122028167,0.5899472218946625
2,0,1.105395900422309,39.31472380331152,0.5844455462236022,0.5836709711273709
2,0,1.2516639037369817,40.06617935451312,0.5829028136621626,0.571051369991276
5,0,1.364101350299985,40.465355991379035,0.5748664971370466,0.5674569544152346
3,0,1.1886675205858968,40.3529541808475,0.5729777801863198,0.5608942226248916
1,0,1.2187032294689066,38.418155916184304,0.5964619808553944,0.5997917509557431
2,0,1.0642341985898405,39.88689715193507,0.5850918047701745,0.58061729247831
1,0,1.1577327537752546,39.258621345899854,0.5827827441701643,0.5756926887903813
0,0,1.1944939205891223,39.600992213290986,0.5846833527365123,0.5785245990505141
1,0,1.1033537702826128,39.90421643694441,0.5848216503431858,0.5868964423693561
1,0,1.294412242631818,39.56959244464476,0.5875113299892217,0.585868664803878
5,0,1.224607578670102,40.36538700745639,0.5734549857367617,0.5527920388437644
9,1,1.4709867056690102,39.17446982728905,0.5910817414221115,0.5908343817683968
1,0,1.084300216683994,39.316383339019055,0.5945609572259183,0.5986447538588611
1,0,1.1830501538237903,39.652375718054,0.5959589732655599,0.60381573765266
2,0,1.3043379964877273,39.36100361067598,0.5973152377927629,0.5943564090263345
1,0,1.2333345498030261,39.42158269062757,0.5961291272479338,0.601956128404606
2,0,1.2021336875971318,39.08129291878528,0.5858017464791283,0.5794762877274049
2,0,1.18964943121018,39.808613724756306,0.5919550861210326,0.5916500510871223
0,0,1.008770523022502,39.12351032570712,0.5918516775438458,0.597833981634371
2,0,1.234641842389528,39.119525857108705,0.5868285560862463,0.581518484617555
3,0,1.1846131361197456,40.70222910353174,0.5965161724904726,0.5982884063421967
3,0,1.138207483432677,40.358920120457455,0.5835860153753185,0.5825643422632893
2,1,1.1320791664384833,39.7589096422962,0.5904942301030286,0.5923604091733715
3,1,1.3780134180950505,38.4681456509078,0.5872503450389559,0.5802361764412463
3,0,1.1993724946477704,40.372554544726945,0.5993426147839329,0.6092228543373183
3,0,1.2523242328885411,40.280338953729,0.5925551912958218,0.5889271034861894
1,0,1.1011165018178362,39.722031990879856,0.5888539000175492,0.5856809036052703
0,0,1.055870887360129,39.22303261752146,0.5843920962569333,0.5781058667651267
1,0,1.1935284165775004,40.050070827194396,0.5923792341866574,0.587236473358987
0,0,1.1670336392036451,39.12866944524933,0.6085662576957533,0.6204523738771615
0,0,1.106774635401827,39.64603146326719,0.5845548233358036,0.5791054765000281
1,0,1.1596119495021853,38.5416468175972,0.6053345535194109,0.6099507048230768
1,0,1.1447177324327622,39.28045285611568,0.5783766017017852,0.5749570276137443
1,0,1.2104225482567903,38.829220887467955,0.59924227173815,0.6074839832469645
2,0,1.2596557736327778,41.29579314516457,0.590196838851587,0.593348105770177
1,0,1.0782494997376122,38.951618234541264,0.6003957478125843,0.6058051056308851
2,0,1.2362595837661705,39.46563974313613,0.584657025550295,0.5798868864724298
6,0,1.2466078948849773,38.962494311656705,0.5965196950035245,0.5987523170002257
2,0,1.2710675510062142,39.067474164669214,0.5878209864837134,0.591292401816963
1,0,1.127741863260792,39.82268316423681,0.5875032104523942,0.5871051423273679
1,0,1.177293396724368,39.5640551808266,0.5853350255012029,0.587764607847997
3,0,1.2152612669385496,40.027046543011345,0.592736788265024,0.5915665621013444
3,0,1.3070811295173637,39.70921896348314,0.5799328759332631,0.575531121877544
3,0,1.2173061250025923,42.04721502195207,0.6054163801624379,0.618481099729071
2,0,1.2382506078624653,39.45820318195214,0.5825575792386428,0.5783268381397477
3,0,1.359360550331031,39.63244679884779,0.5894606599778673,0.5891141691897914
4,0,1.3783084773493761,40.72979650279844,0.5769215340247511,0.5682419042957583
1,0,1.1498274095366625,39.05409731795879,0.5902162137909364,0.586966268802985
2,0,1.126930965457694,39.41035996439947,0.593862404412629,0.5911053277084227
3,0,1.3838106919091562,39.641009485912846,0.5818799711295948,0.5775406186811793
3,0,1.1217519390331705,39.92560635339739,0.594164978947761,0.597906272221618
1,0,1.2420247271324856,39.08864775233853,0.5864127222332115,0.5820784408818733
3,0,1.2263313472606174,39.894061850777604,0.5936756235983702,0.5902995505255146
1,0,1.1476906119305217,40.05117563886373,0.5798232090652249,0.5732312001167117
3,1,1.3419686445328354,40.167412752100375,0.5923272411360465,0.5947028671336244
2,0,1.2687872010140844,39.775485702406456,0.5820853989945365,0.5734900156161395
1,0,1.0726079772496353,39.40023610773393,0.5817547428646168,0.5690619661824137
2,1,1.1943594049346467,39.65845851088403,0.589243799875028,0.5840493589360729
1,0,1.0964439322906252,39.45050764318685,0.5841584315267125,0.5815436394958624
3,0,1.0476653273348406,39.0573553387592,0.5808245191458653,0.5749118586108612
2,0,1.2001131229081743,40.84339974631337,0.5834279067311444,0.5816887816298998
5,1,1.315666031223897,39.949137557804484,0.5866643501310731,0.5772699986361078
1,0,1.1282338151569034,40.15493163666115,0.5815887681570973,0.5681430597339834
5,1,1.4028192023656891,40.286570964481804,0.583724177230617,0.5810378311941036
1,0,1.031939382801067,38.42215825657469,0.5867677660768398,0.583839774380721
0,0,1.236799219588892,39.87406251326687,0.5950664080544303,0.5997360537851868
0,0,0.9739817464300796,39.38406134345672,0.5943093121781535,0.5997729482330565
3,0,1.1637198391875243,40.56736016968829,0.5750914440309876,0.571717560936013
0,0,1.0740945699349904,39.46282002124484,0.5909941580122217,0.5911741725430384
1,0,1.0968464334537356,39.20136816665687,0.6030522137331166,0.6158068292641261
3,0,1.2936064272830174,40.85646754124157,0.5755215695351285,0.5655757595491012
1,0,1.1810997031332398,38.49867674151896,0.589118228256805,0.5892416793010313
