moving_unscreened_5,moving_unscreened_10,moving_unscreened_21,moving_screened_5,moving_screened_10,moving_screened_21,circular_unscreened_5,circular_unscreened_10,circular_unscreened_21,circular_screened_5,circular_screened_10,circular_screened_21,stationary_unscreened_5,stationary_unscreened_10,stationary_unscreened_21,stationary_screened_5,stationary_screened_10,stationary_screened_21
3.245331234542076,1.513284947500176,1.4346762469807093,3.2552637363568766,1.84019838605395,2.05110370466397,5.593434978964262,2.5678838737006395,2.2741798872333314,6.26403888490033,2.949783264051223,3.07371583244776,2.6892435056359045,3.054839027095974,1.6190104312523608,3.29482176594899,3.3719252394799724,2.172538958784059
3.2126920685390363,3.9192891486161194,6.646567601635971,3.829526422204041,4.171675762862522,7.614564883521412,5.768676852737881,5.951240331737812,6.192402231652404,6.416839742351585,7.216007947251223,6.386205898397815,2.6608109893713037,2.4120019442076592,2.205171513425173,4.182705865978249,3.4025652855337647,2.1750251417136774
2.046863606948067,5.393189611100637,2.235057145070889,4.178294644356178,5.636769362969788,2.9753225191492825,0.9279078956407957,8.0585005048823,4.276078646556363,2.0016628549472526,8.321864903826452,5.609833427751386,3.132841403463216,3.232916244254793,3.448213506225527,4.108712702860059,3.3966228960589824,4.036153054308077
2.493802852581852,2.2484999516237374,2.825273764771625,3.3286782821602943,2.5184385826507114,2.9773055297316593,1.9270783094436998,2.7249866319054434,3.5603518448504516,3.0754829540101682,3.287541557877425,3.4898609349802303,5.288547412541036,3.028967616223581,5.051046997916509,5.662137251950147,3.3726228418373077,5.772483728219626
3.026985711750537,1.313951207584987,0.9208435564698362,3.871548252429089,2.231861718418655,2.0978621196770786,1.7414930641707254,2.4836209997054524,2.379333101169463,2.087959627843896,2.765020479324407,2.4629847977844945,2.6754777998140047,15.580763939517796,2.0651782126543017,2.9517289990443243,18.39496643552555,2.7883647207061135
2.0034526149044263,2.0487994557774107,2.1044555383694408,2.852959735881595,2.6088521392764843,3.128239644204055,1.6878461272201344,3.345318250123759,5.971962117855483,2.1764500011507955,3.9867019039550557,6.440246051303453,3.3444537826043117,2.071946842502035,6.9886880512570295,3.9409566882744933,3.7579818683822532,8.520348092084799
2.7511531178837014,1.8557658790176597,2.7547078973103174,2.9275800791696356,2.343814960242141,3.6068114073431325,3.467157458570597,4.626350933659633,3.7462634526019505,4.352464484374224,4.944259825236021,4.844915939370951,8.94328473340613,4.263691564327851,2.88155513822058,9.775552238471839,4.275613420038297,3.172047989897242
4.38240495231216,2.807911249556405,4.540693167963911,5.011732533175256,3.1232592642148043,4.661499243585519,4.15950255198964,4.449670274234898,5.353148698784265,4.2632194025456345,4.467021119182386,5.526557096011318,2.387867538981268,1.3656392280452114,1.1307459616884497,2.7365989665193418,2.031661203674471,2.2740137672764407
4.740907280253029,4.876608470359438,1.1735942769990886,4.804967337894653,5.096737136792495,1.897336399125704,2.634425476586532,3.3168201021247863,0.7766418208278347,2.658600885543494,3.2784878393427537,1.8887824112820748,2.1213475563927044,2.7290312917061446,2.5761433462136414,2.454859333153859,3.220068208555843,3.1595076454980258
3.046390496072891,3.058601423729114,7.314792838768286,3.6562094351038072,3.727942546869203,7.679513082418708,3.209224033610667,3.757234603614854,7.570193427414115,4.158323398736606,4.512296286374169,7.83404626982402,1.4944777617077292,3.5621819281278353,5.963663058343046,2.099045059737275,4.206557543935674,7.520960164774781
3.0002777082028875,4.02138048959227,1.8216141804333916,3.9007060265981974,4.117358656491124,2.3210506534746957,2.799765265968335,3.3401755210371507,1.9696761189606997,3.206915378651369,3.540554054355726,2.475815056872859,4.42321806555355,2.0909029857163923,4.060215407692057,4.382600531942264,2.599590733986204,4.811425297149933
6.366850431660432,2.1977905809213394,5.317443479821454,7.988497946620066,2.435847125191511,6.786189905063508,1.8491283837263062,4.681782814949357,3.8443463273629135,2.6619510200978835,4.822475624000707,4.1697306797065785,3.1598987930057985,5.503924456601304,4.541842079251667,3.6244888649648592,5.639994609646543,5.6254616404349775
3.9911315836735626,2.5623175947028485,5.160436113652438,4.363826977402495,3.2998147771795696,5.2010597509135446,3.908625414387091,1.5757036317689794,12.049114948615117,4.275497428324322,2.8387034052408104,12.258668620963737,1.8317267949836566,0.9420588746173942,1.8399278576978613,3.5381226418077674,1.632216887742189,2.4184304249169823
2.8519699803969156,2.65240050194291,1.9700079752642234,3.5842589315913456,3.62360181492984,2.4681580635150087,3.486435946881974,2.9601547040103267,1.9931339598299618,4.076996740498768,3.3983624725192176,2.2750173984764643,2.8981691645373346,6.94853636169842,3.4936034876547657,3.354767311401728,7.74127055781283,3.7144799020199457
2.9117254615756476,2.5775752989276093,3.096582010269804,3.1722479525874263,4.500649404624133,3.301581634071498,2.980555445531448,2.362259289239986,4.009986436991553,3.113880882769149,3.0143366908807288,4.177466950986996,6.867216418817436,5.1158381443977206,6.219959341239727,7.284728001531814,5.195246067160907,6.465357632141246
6.5280740207024195,2.531925304017039,3.3592686052817244,6.866407747100508,2.673500623597509,5.232286549539002,10.25150721910667,3.6703070080939324,1.2472112696317565,11.392219996138994,4.611375952006011,2.803605983058304,2.765616800599103,0.9287399078243949,5.276540616956407,3.102428885897935,1.4988249142343844,5.354693156093742
2.560790254211888,1.9555058980067892,3.4586279702788034,3.5513924960173266,2.4458850972209434,3.785041566084536,1.792069397610745,2.4307539423800764,5.930264990633673,2.665986141251807,3.0610144138949433,6.037495419465738,1.2466063880942948,6.968296814891772,2.304081551458036,2.814187216726214,7.414077488818784,2.36389144776476
